Name: Odin|63E6C2B6-4A8E-869C-3D4C-E38355226584:ID
Name: Kingdom Classic|E72D72AB-4284-1469-B544-478A811A29A6:ID
Name: Kohaku & Matsuba Classic|BE7CF362-4993-B9E4-9BA9-CDAC6C99B8E4:ID
Name: Smite Classic|22FDC42D-4AD6-2BEC-8033-8A8BDF178826:ID
Name: Spline Classic|750D4F04-4FEA-391B-FA8B-539815A63164:ID
Name: Galleria Classic|2F9F4637-4377-B55F-97A1-1E8974E29B27:ID
Name: Cryostasis Classic|EDB386A1-4D02-4FD0-2F84-F8BF6434E5C4:ID
Name: 9 Lives Classic|F3F962BD-4A19-B363-E939-6A91B897A28C:ID
Name: Premiere Collision Classic|C4C0EDC9-4CE3-3945-81F5-1BB80AEB22FE:ID
Name: Random Favorite Skin|3E3AD47A-4383-73F1-4D92-1693059DAE8F:ID
Name: Gravitational Uranium Neuroblaster Classic|81DDBFCD-4081-8341-FF76-AD8CDB26CE4C:ID
Name: Sakura Classic|6BA7A7A0-4057-4D5C-7C98-579F232DB298:ID
Name: Snowfall Classic|464887BE-4A07-690E-2D02-E187C8BBE8D5:ID
Name: Infinity Classic|706F4A29-4A95-7370-C983-1A8B167E38B7:ID
Name: Reverie Classic|8BC021A4-4832-300E-2844-AFA3D1D9465F:ID
Name: Standard Classic|24AEE897-4CDC-B0FD-E596-1BA90FA6D1B2:ID
Name: Final Chamber Classic|47D5E54A-48E5-B62A-5CF5-3CB7EFC12E90:ID
Name: Ghost|1BAA85B4-4C70-1284-64BB-6481DFC3BB4E:ID
Name: VALORANT GO! Vol. 1 Ghost|3714831B-4B90-BB6B-4185-7FB05BA9B9A2:ID
Name: Radiant Entertainment System Ghost|9AD4308F-4FFB-03A8-25C3-7A80B60579DE:ID
Name: Gaia's Vengeance Ghost|DAED0E44-4AB6-22B4-A5A5-57A4957A056B:ID
Name: Endeavour Ghost|CD281DCD-4276-1DEF-11D9-74A4A72DB204:ID
Name: Piedra del Sol Ghost|9DB45D13-4CC3-4B6C-4801-459B79F8CDA5:ID
Name: Starlit Odyssey Ghost|DF65F29B-465C-827A-7C34-15BE149B883E:ID
Name: Topotek Ghost|E223E993-45F5-013B-4259-11B263184752:ID
Name: Spitfire Ghost|D2ED8432-44A2-FB53-CD5F-089251862942:ID
Name: .EXE Ghost|67D3E2F7-4B73-7598-0027-63BD9E2E5FCC:ID
Name: Hush Ghost|A1D3A9E2-4F61-B1F7-3A01-CF867264D1CB:ID
Name: Soulstrife Ghost|2FCDB6C8-4183-0079-13FE-2CB51DA0B87C:ID
Name: Infantry Ghost|65CE6A98-4867-B695-279F-819C44EC6F95:ID
Name: Goldwing Ghost|44BE88B3-4A0E-64C8-950D-66A969E71F7E:ID
Name: Outpost Ghost|377EA8AC-46BF-52DA-3173-109C2950DC9D:ID
Name: Prism Ghost|8163DB1A-4E3C-8F11-92FD-BC9E26253593:ID
Name: Serenity Ghost|D8314B6C-45FC-FBDA-A797-569A24C11BB9:ID
Name: Ruination Ghost|8A513C24-4C4D-AC15-6066-A1B2FF577041:ID
Name: Luxe Ghost|CB98B0D6-4E26-973C-C10D-A38637D04B65:ID
Name: Magepunk Ghost|33824A13-453B-0636-4EC4-E19708AA934E:ID
Name: Artisan Ghost|8DFEC665-4836-D498-2896-08A16C092133:ID
Name: Jigsaw Ghost|F20BDD80-4CBF-67A8-106E-72BBF94336AA:ID
Name: Luna Ghost|4AB1D112-4AE0-4841-11F8-B198CB847862:ID
Name: Random Favorite Skin|B4903002-4687-1953-847A-E0B09A2B2726:ID
Name: Eclipse Ghost|4725C2C4-45B7-D9AB-FF4F-A79C3B2DD9EC:ID
Name: Lycan's Bane Ghost|1A9AFD32-46FC-43C1-AB92-0A95E912805B:ID
Name: Reaver Ghost|C7261BE6-47D2-EF86-82F4-6A844E45D33C:ID
Name: Tethered Realms Ghost|EFBD92F3-4ABC-B077-76FD-DC805B3D72A0:ID
Name: Sovereign Ghost|A9890917-41EA-EB55-47E7-EE990A87FA4E:ID
Name: Recon Ghost|BB28991F-4CA9-CA54-962D-31B68C838625:ID
Name: Cavalier Ghost|153B2B33-4E6C-FB98-42DD-5A9819649DC7:ID
Name: Standard Ghost|1C63B43B-43C4-04E4-01C9-7AA1BFFA5AC1:ID
Name: Gridcrash Ghost|FBBA3F7E-402A-92F3-B3D6-A69D653E5204:ID
Name: Depths Ghost|69ADDB00-4EB5-EEBB-C4C5-2296549CBA6F:ID
Name: Ego Ghost|B84DF096-4096-E9C4-0869-8E83E7FC5476:ID
Name: Vendetta Ghost|0A6EDCF0-4A64-0ED5-1B10-0E96C2EB4CB4:ID
Name: Winterwunderland Ghost|845A6945-414C-C916-6041-E4A3EF1108CD:ID
Name: Soul Silencer Ghost|E24330EF-4315-512C-4588-95A601995888:ID
Name: Sheriff|E336C6B8-418D-9340-D77F-7A9E4CFE0702:ID
Name: Wayfarer Sheriff|34F735C0-4FCD-B4FD-FB34-FBAB97B42A41:ID
Name: Immortalized Sheriff|304E1A7A-411D-2D27-DAD6-C09702B5EA2F:ID
Name: Altitude Sheriff|1946D021-4C01-2CC7-D29E-4EB9E90279CD:ID
Name: Aristocrat Sheriff|840F12D8-467B-1A5E-F79C-B893B72B2FBC:ID
Name: Nebula Sheriff|55EF0FFA-44FE-03AC-DCF0-1982DF0857AA:ID
Name: ChronoVoid Sheriff|E1FDD246-4A6C-AF26-F0A0-65A48F2586DA:ID
Name: Abyssal Sheriff|79A78823-41DD-A2E8-7586-12BC8154D2D9:ID
Name: Singularity Sheriff|BFD9E773-4376-1F6A-98F2-DC93F0C0607C:ID
Name: Surge Sheriff|2674C385-4397-0383-04DF-988D8D6FD2C8:ID
Name: .SYS Sheriff|3850EA5A-4E51-D913-7A44-48B2589E06B9:ID
Name: Protektor Sheriff|4F1FDE01-4130-0AE7-1320-6FB2F2FB6AB9:ID
Name: Prism II Sheriff|3194B53A-40A9-A419-A8A6-43B1A53CD0E9:ID
Name: K/TAC Sheriff|95EB82E2-4859-5564-7B3B-DDBF2FB8088D:ID
Name: Monstrocity Sheriff|F8DFD0AD-496B-2B31-FFF8-DEA9DE2F04C0:ID
Name: Iridian Thorn Sheriff|6B57A839-4F3E-8DF9-4B05-0DB2C9FA1FAE:ID
Name: Magepunk Sheriff|6460EDBF-458D-BF61-7519-519305BA5DA2:ID
Name: Signature Sheriff|CB89C7BB-445E-DFEC-AD4A-B0BA37271329:ID
Name: Minima Sheriff|46FFE3EA-4FB5-7773-6242-F5B57BF53EF8:ID
Name: Silvanus Sheriff|721AB58C-4BA2-B7AE-C571-0993D9799FC5:ID
Name: Crimsonbeast Sheriff|97A3CDC4-4F3A-ED26-02D6-6DBF6C1380D0:ID
Name: Ion Sheriff|83778C03-45A3-67A2-3C89-6B8598327D58:ID
Name: POLYfox Sheriff|54337477-4AEC-4A68-4673-7C8731639D30:ID
Name: POLYfrog Sheriff|91D95358-4A3E-3ABC-A251-98826225F18D:ID
Name: Protocol 781-A Sheriff|84589DA8-4E2B-11BF-CA52-B88E6B7E1DBD:ID
Name: Lightwave Sheriff|A5057A74-4A6A-561C-6974-D19A2B939599:ID
Name: Random Favorite Skin|D26CE959-4ED2-7105-8F33-DEA48E26DE4A:ID
Name: Sentinels of Light Sheriff|2BA3DED8-47D5-58E3-1307-39800214636D:ID
Name: Sakura Sheriff|19B997BB-461A-FA85-250D-A8B0B8908FEA:ID
Name: Peacekeeper Sheriff|26FF0E3E-469A-CBDD-F79F-A3B89556CDEF:ID
Name: Schema Sheriff|0568CD14-42CA-DB85-3AC2-C485079BBBF1:ID
Name: Reaver Sheriff|A40A6CE2-462C-C864-5D30-7B9408B98D3D:ID
Name: Standard Sheriff|1EF6BA68-4DBE-30C7-6BC8-93A6C6F13F04:ID
Name: Convex Sheriff|E8FD8FC3-40CE-3ED1-235A-1C8D9654874F:ID
Name: Varnish Sheriff|42EACEAC-46B2-EEC0-2CCA-10937761FE9E:ID
Name: Wasteland Sheriff|9913DA36-48B4-F0F5-DB4E-43847A21E476:ID
Name: Game Over Sheriff|121BC438-4748-B2EE-2C58-768C8C26838B:ID
Name: Arcane Sheriff|84D840C5-4479-4395-D823-E7ACBE634C5E:ID
Name: Death Wish Sheriff|BB0D20C6-415D-CF24-E738-0F99DB6F9195:ID
Name: Shorty|42DA8CCC-40D5-AFFC-BEEC-15AA47B42EDA:ID
Name: Sidekick Shorty|B454BB93-4DD5-5A7C-6720-38AFD82BFD78:ID
Name: Araxys Shorty|4E98F273-472C-3376-7195-46A1F81402CC:ID
Name: Neptune Shorty|646E713F-4999-6C56-094C-DD9114BDB35A:ID
Name: Karabasan Shorty|0581FB92-4B2D-0EDE-6BFC-8D93FDE11F74:ID
Name: Rune Stone Shorty|ACEDB6DB-407B-5D62-9C27-07BBB2313FE3:ID
Name: Prelude to Chaos Shorty|C9572061-4EE1-FF7D-B60C-EBAC198D3706:ID
Name: Doodle Buds Shorty|9A37B09B-4768-B368-52EF-58AC62564637:ID
Name: Hivemind Shorty|3A921C7B-4E8F-8543-BEE8-01BA6DA86874:ID
Name: Velocity Shorty|15588213-4D09-344B-C7E1-28AF37374C82:ID
Name: Ruin Shorty|1064FBD1-416C-BF00-0E30-A282A359847F:ID
Name: Monarch Shorty|7A3A9E66-4AC1-DF74-193B-1984303F4F71:ID
Name: Prism II Shorty|039207FD-4911-9D6B-B7BA-E3ADE36EF77E:ID
Name: Wunderkind Shorty|310B80D8-4E1B-B4F0-B713-9DAD458CE734:ID
Name: Genesis Shorty|FCB18A37-4A0D-ECD3-EE2C-C38496ED5AE2:ID
Name: Oni Shorty|B36DAD11-4105-6C08-0486-17BA96D0F2A4:ID
Name: Snakebite Shorty|9428E52D-4611-C8FF-1B63-7B8E386FE8CB:ID
Name: Hue Shift Shorty|DF0E23FE-4529-A9D5-C4C6-EAAE086BDA65:ID
Name: Random Favorite Skin|075E4CF0-469B-25DC-8D6F-2995FBB093DE:ID
Name: Standard Shorty|48AD078A-4DAE-2B85-A945-F4B6D1EFECBB:ID
Name: Aerosol Shorty|A39BD1BB-4B17-4D57-C505-7EB15CAFFA4D:ID
Name: Tilde Shorty|AE2EA89B-495E-2902-F67F-3490C1A03754:ID
Name: Tigris Shorty|7B51FC8A-4A5C-712E-C663-E6A7EEB61D91:ID
Name: Wayfinder Shorty|E917273F-42D1-3A8D-7C9E-54AFD6E5E68D:ID
Name: Wasteland Shorty|30635237-4877-4EA4-5AC4-239474D3A662:ID
Name: Operator|A03B24D3-4319-996D-0F8C-94BBFBA1DFC7:ID
Name: RGX 11z Pro Operator|2E1936ED-4582-628F-DA9C-25A7F47323CC:ID
Name: VALORANT GO! Vol. 2 Operator|4A1E0934-46AE-FA2A-A009-05ADE5D43402:ID
Name: Araxys Operator|6DB556E4-4255-6C2C-6A80-8A9DFAC96AA9:ID
Name: Radiant Entertainment System Operator|507330D3-4311-E010-183B-ABA00A0705F1:ID
Name: Endeavour Operator|BDF1484C-44A7-2EF1-3D21-45B66FF8A89F:ID
Name: Origin Operator|17831113-4FF0-A6C9-0B20-6F9C077D74A2:ID
Name: Striker Operator|90BA4949-4A6A-CC54-EFB2-3DBDBE1BF69C:ID
Name: Red Alert Operator|33AAA643-4BC4-4C5F-2762-228C7FC03949:ID
Name: Glitchpop Operator|A491B943-43E3-4E98-64A6-FC87FCA43605:ID
Name: Prelude to Chaos Operator|B450A73D-431E-56B7-5B7F-67BDDD38EE66:ID
Name: Elderflame Operator|D722313D-43CB-B38D-7841-75880A3ED2CB:ID
Name: Nitro Operator|44064B11-4E74-19C9-80A4-9F80875ADAF5:ID
Name: Forsaken Operator|C692E38E-4F38-0141-D0C9-AA99FAB9362A:ID
Name: Team Ace Operator|279A54F8-4344-CD72-1D5B-15AA0E86A630:ID
Name: Spitfire Operator|93CCAF1F-4E44-0BC7-9EC4-EBAB43F73D10:ID
Name: Infantry Operator|341EF273-43FB-7911-71E8-50ADADA4CEE1:ID
Name: Prism Operator|5CED2C69-442E-D1AD-83FE-8FB8B2AC0C0F:ID
Name: K/TAC Operator|9FFD45C4-4FA4-DCA0-F46F-2D99AD1EAE20:ID
Name: Kohaku & Matsuba Operator|403CCE8C-4484-A796-A6F6-A0A07D9832E0:ID
Name: Iridian Thorn Operator|CB07878F-484F-50DD-AB6B-5380640B13C5:ID
Name: Luxe Operator|0BD5DA19-491F-DD4A-27E2-C9959B10A87A:ID
Name: Magepunk Operator|7E831918-4580-5E2A-089A-84AD58FE1AAE:ID
Name: Spline Operator|B2164926-4B85-852A-4BD7-D9BC27A642DA:ID
Name: Minima Operator|A0A446F1-443D-3DC8-49C7-F2A70849F092:ID
Name: Silvanus Operator|83B49F36-4085-8179-6896-1A99F2D2D1D8:ID
Name: Genesis Operator|DE8D2FF4-49E0-C0A9-D29B-2DA688220A01:ID
Name: Ion Operator|BBF8FFB9-49C0-75C0-CC7D-8F8F03A4BD36:ID
Name: Cryostasis Operator|B2783916-483A-9112-89C6-64B8D927B78C:ID
Name: Random Favorite Skin|ACDD29AA-44B5-0D78-DC54-8F92ED555559:ID
Name: Gravitational Uranium Neuroblaster Operator|C21E2F34-4B8C-4350-33C8-A8B626ECAADC:ID
Name: Sentinels of Light Operator|B05C4C98-4108-E442-ADD7-DA99A95A37B6:ID
Name: Reaver Operator|AECAB890-43B7-D719-06BC-9295E3D116DC:ID
Name: Tethered Realms Operator|E7BA6CEC-495F-E08E-F8EB-6E90228BDF9E:ID
Name: Cavalier Operator|D47F9576-426F-4DA3-761D-39967489550C:ID
Name: Standard Operator|D1F2920F-469A-3431-AD96-96AFBD0017F2:ID
Name: Aerosol Operator|5F260F34-4021-AB2C-8080-6287C4F9974B:ID
Name: Tilde Operator|44175B4F-4503-4CE4-25FC-32A995D872C1:ID
Name: Tigris Operator|B53A990D-45C2-6212-A98F-B0AA5D6E6C23:ID
Name: Convex Operator|CCB54094-4DB8-2C9F-656B-F1BFF329F469:ID
Name: Guardian|4ADE7FAA-4CF1-8376-95EF-39884480959B:ID
Name: Immortalized Guardian|6558FD5D-4DC7-90F7-BEEA-BA9303551C3B:ID
Name: RGX 11z Pro Guardian|DA29CE1E-43BB-C043-9CBC-34850517DC23:ID
Name: VALORANT GO! Vol. 1 Guardian|2C32D9E3-42A1-7387-35EF-0C8EEFACEE1C:ID
Name: Neptune Guardian|1082032A-4F20-12DB-93EA-549332F91DDF:ID
Name: Gaia's Vengeance Guardian|ABD5415F-4851-244F-4B8B-31AF8E268822:ID
Name: Spectrum Guardian|04CCFE05-497C-2D52-2BD0-64A68955175E:ID
Name: Starlit Odyssey Guardian|16DBA725-4DE2-8412-C07F-AF95C65DB9A2:ID
Name: Nebula Guardian|6141A40D-48CF-8466-6D46-558C0FF145EA:ID
Name: Abyssal Guardian|97BC040F-44BB-CBB3-C9F4-3AA16D1C0655:ID
Name: Nitro Guardian|00E6B758-448E-AF3B-7DEE-879AA4A51324:ID
Name: Songsteel Guardian|2D5E6025-4166-730E-1024-ABB766D19568:ID
Name: Spitfire Guardian|3AB36C94-4C91-D722-6F10-11BBBE382159:ID
Name: Ruin Guardian|453A734B-4F14-9183-2BE8-97B01F603368:ID
Name: Soulstrife Guardian|7422B876-443E-B975-FAAB-0EBF73DBC075:ID
Name: Infantry Guardian|ACD76D4D-4D05-2597-D63B-12851B2B61EE:ID
Name: Hydrodip Guardian|06854A71-4EAC-CB4C-CDBE-BBBDDA492E9C:ID
Name: Prime Guardian|2A049F35-4BCD-AF25-21FD-EC942E2D5007:ID
Name: Ruination Guardian|8966067D-4023-C88A-DB56-2691F163D335:ID
Name: Magepunk Guardian|80DBFA46-4A1F-C7A4-2E88-1499308C7B9A:ID
Name: Signature Guardian|26E675C5-46CC-65FB-7BE2-DB8A64DBDE48:ID
Name: Galleria Guardian|F097983D-4C5A-C7ED-C325-039C99BB824E:ID
Name: Moondash Guardian|B7931D66-4CA3-D67C-C130-6692C55AE26C:ID
Name: Oni Guardian|850FEA42-419F-F284-84AE-40AE1EABBB5B:ID
Name: 9 Lives Guardian|1A38D03C-4114-6908-37DD-38A85D91CB2D:ID
Name: Aero Guardian|93309EF5-4F43-411A-5759-C794EB584C7C:ID
Name: POLYfox Guardian|96679876-4D41-683C-2E5C-2EA25DDD8FDF:ID
Name: Jigsaw Guardian|23A16911-4CB1-2794-2D4C-3F99F1E2516B:ID
Name: Random Favorite Skin|874025D8-4293-A38A-96AC-3D94954FB4B7:ID
Name: Reaver Guardian|DB348DA1-49F2-0BAD-B70A-E4ADE9D31655:ID
Name: Tethered Realms Guardian|77187A8F-4020-DA44-A775-7A91AB814CDF:ID
Name: Sovereign Guardian|7122D78B-4E60-EB4D-5F65-738D7C1CE9AE:ID
Name: Recon Guardian|539E07EC-49B2-5F22-0D05-91B809229D64:ID
Name: Infinity Guardian|CCE860FD-4F64-7422-5C95-C7AD2CAD0F15:ID
Name: Reverie Guardian|5D23DDA7-405A-E903-4681-1A825146F028:ID
Name: Standard Guardian|3BF1E8E0-47E8-F27A-6054-929575F41A54:ID
Name: Ego Guardian|0A81818D-406E-1D8C-CE4D-9BA89DFDF1AB:ID
Name: Marshal|C4883E50-4494-202C-3EC3-6B8A9284F00B:ID
Name: Task Force 809 Marshal|774DEE9A-4809-0E4D-4153-A883E908D4B2:ID
Name: Gaia's Vengeance Marshal|FC802CEB-4A39-39AC-ADF5-02A812BE2F8E:ID
Name: Rune Stone Marshal|DB3BF2D9-449E-CD8A-950E-018CA893D404:ID
Name: Doodle Buds Marshal|6250B40A-43A4-55D8-79D4-F6838D58151D:ID
Name: Songsteel Marshal|51DA27FE-4A3F-016A-D18D-B68A47545F6F:ID
Name: Venturi Marshal|F037EA38-4BE9-0F3D-003C-6F958A71E04B:ID
Name: Ruin Marshal|027A5D7F-4BFC-7C41-A012-24B8C6720FDA:ID
Name: Monarch Marshal|028C7B80-46EA-8F1D-3F7A-4C9C13A79977:ID
Name: Avalanche Marshal|DD58AB43-4FF3-659E-8F30-B8BD26619D4D:ID
Name: Black.Market Marshal|FE297733-4ADA-D817-DD7E-17B9CD1D62D5:ID
Name: Couture Marshal|6F48F7FF-40A5-CC9E-1320-BDAA388F5CBF:ID
Name: Magepunk Marshal|27AB5ED6-4614-D5C2-C53F-5391FEBE7099:ID
Name: Signature Marshal|D4BCBC96-4BE3-AA57-9A6A-11AECF60AC61:ID
Name: Coalition: Cobra Marshal|805722C4-4AC7-6179-7CE7-658B5F26D6ED:ID
Name: Galleria Marshal|AD6309B5-4788-D401-33D0-4DBAEEADAF87:ID
Name: Crimsonbeast Marshal|AF77E583-41FC-B0C2-3728-058D02502039:ID
Name: Moondash Marshal|43353883-446C-C2BF-5D44-298EB948EE80:ID
Name: POLYfrog Marshal|6EEA7984-4CA4-D547-4D50-B4A608072FEB:ID
Name: Divine Swine Marshal|AD83A57D-414C-F714-A97F-99BAD1128B2B:ID
Name: Artisan Marshal|4986A893-48A5-4C23-11F2-70BB9E9D284D:ID
Name: Luna Marshal|48F218A6-42CF-4F63-0CDA-39A5AEF5D870:ID
Name: Premiere Collision Marshal|B273ADE7-4971-C274-EB92-219EF6DEF086:ID
Name: Random Favorite Skin|457FE5D2-40C8-4490-6834-53A74E709F4A:ID
Name: Sovereign Marshal|5211EFA8-4EFD-09BB-6CEE-72B86A8A5972:ID
Name: Reverie Marshal|0DFC1800-4DDC-85FD-8382-32A2824135FA:ID
Name: Standard Marshal|FD44B2D5-49EE-77AB-FA56-588F3AC0C268:ID
Name: Wasteland Marshal|19F06522-40C8-8DC6-A0CD-92808B24751F:ID
Name: Winterwunderland Marshal|C31856F4-4AE1-CFB8-14CC-10A92B81E7C3:ID
Name: Spectre|462080D1-4035-2937-7C09-27AA2A5C27A7:ID
Name: Task Force 809 Spectre|E78FB82C-4800-E102-B7A6-33946FA2F199:ID
Name: RGX 11z Pro Spectre|4F0C9544-469C-0C62-DF2E-95B15D6F2333:ID
Name: VALORANT GO! Vol. 1 Spectre|89B78398-4C56-6371-CAD7-8EB78EE3F550:ID
Name: Neptune Spectre|55153919-4598-CB0F-4759-7EA546C6D121:ID
Name: Striker Spectre|DBE2C9EA-41C4-522C-9204-DAB09BAC84D0:ID
Name: Radiant Crisis 001 Spectre|780A93E6-46AA-50C7-5E73-B885C5F6A141:ID
Name: Starlit Odyssey Spectre|1E473101-488A-E8AB-41CD-C6AD9D53443A:ID
Name: Abyssal Spectre|3AEBC432-4946-B9DC-AE50-59A6AFA68C0D:ID
Name: Singularity Spectre|0EAB3E5C-4DE4-E221-34FB-2AB435C89EB6:ID
Name: Sarmad Spectre|5137DACB-4DF6-B513-765B-96B9ECFC435C:ID
Name: Hivemind Spectre|D405272B-4388-578C-E33B-04842496B8C1:ID
Name: Venturi Spectre|35469802-4AE2-F86A-DFAA-D484CC29481E:ID
Name: Forsaken Spectre|A786EA8F-42F2-AE5F-376F-2BB66DF1A62F:ID
Name: Velocity Spectre|6196C91C-4F0A-2AA2-342A-6FBAC6D4EC3C:ID
Name: Soulstrife Spectre|95CA4D2B-4166-8E0E-8D79-D79957F58B81:ID
Name: Infantry Spectre|8D4D74C3-4771-52A3-B3EB-A38CC0222643:ID
Name: Horizon Spectre|EB9EC7C9-4C20-E702-81C7-63BBE165AA12:ID
Name: Prime Spectre|20807BD8-4259-35E5-E54E-C1B214F58CC8:ID
Name: Avalanche Spectre|A0938D46-4593-19B4-1AA5-F3B32ECB9963:ID
Name: Prism Spectre|B9836020-433A-ACE4-EB35-3FBD67688C53:ID
Name: Serenity Spectre|4643050B-417C-0D84-3626-27B709C49C67:ID
Name: Ruination Spectre|F9C2E823-4EEB-D872-8A4C-D5A0BF8A3B6C:ID
Name: Kingdom Spectre|30B19F29-419B-1ADC-3561-40BE2B1F7841:ID
Name: Monstrocity Spectre|BDB396B1-49EB-851C-B107-1EA2027CAB26:ID
Name: Luxe Spectre|3EB4D837-4AE9-B52A-B41D-2789F9974F15:ID
Name: Magepunk Spectre|A3F8E1B3-4654-F3EA-15BA-9EB9FD6A0B0D:ID
Name: Spline Spectre|418EF9FE-4675-6620-3755-C19ACA3FF131:ID
Name: Minima Spectre|2D28E21F-4986-650D-70BD-A2927A0E337B:ID
Name: Ion Spectre|EACEA54E-4E53-2715-CD4A-5D860AA68449:ID
Name: Hue Shift Spectre|ED78F73B-4055-2BD2-7CD6-A1AE7E9025C5:ID
Name: Aero Spectre|FBAEDF2B-4A8B-1949-DDAA-27AB3F6D8AE4:ID
Name: POLYfrog Spectre|9042279E-4491-1A01-A346-928F89F01EA7:ID
Name: Protocol 781-A Spectre|EAA73AB9-4688-0C40-09AD-85B535A50723:ID
Name: Luna Spectre|F45824E7-4573-D473-0E70-959B76FC4DAB:ID
Name: Random Favorite Skin|C79318A6-4FFD-A99F-F452-77947640F688:ID
Name: Gravitational Uranium Neuroblaster Spectre|4A8E8FF6-44F2-0EBF-6FA8-A5AF76B628EE:ID
Name: Reaver Spectre|1CB1AB52-4C7D-0775-77F4-EAAC99968261:ID
Name: Recon Spectre|26B1C794-4370-F354-FF4D-3A8B95EDFF79:ID
Name: Infinity Spectre|53AB2A6A-46C5-32B9-E045-6781E677D7FF:ID
Name: Standard Spectre|F01D1307-4299-42F5-2C5E-7DAB7E69AB19:ID
Name: Tigris Spectre|910991B7-40DE-183D-12EA-D99E67CFA910:ID
Name: Convex Spectre|C8A5BA23-4F0D-C7DE-8E2F-C184E2FC27BA:ID
Name: BlastX Spectre|B4E5BB69-4E12-113F-C43B-EFA5B13CB96D:ID
Name: Wasteland Spectre|F7DA43D8-450B-A03F-CEB7-C4B20F738392:ID
Name: Stinger|F7E1B454-4AD4-1063-EC0A-159E56B58941:ID
Name: Immortalized Stinger|66A6A6A1-44C7-BEAC-0B67-54AAA8243367:ID
Name: RGX 11z Pro Stinger|282C15E6-4372-2F18-9143-2D9CDD942C4C:ID
Name: Aristocrat Stinger|42DA0F19-4017-5CB8-08A4-368315561FDF:ID
Name: Red Alert Stinger|0CF70376-4150-39AA-5657-8890617BC0D1:ID
Name: Prelude to Chaos Stinger|5A4A0EA0-4AC6-D130-C917-45A7BB89AE42:ID
Name: Doodle Buds Stinger|9444BA80-4AE7-985D-40A2-2788F96DD544:ID
Name: Surge Stinger|0A128CB6-4BBB-F618-85CB-82BBD17BCBB1:ID
Name: Shimmer Stinger|3FC40900-4D9D-C22F-C0F6-E0B53827EF83:ID
Name: .SYS Stinger|BF7E260F-407E-9E16-E47E-BA921C10F046:ID
Name: Prism II Stinger|338E3EE3-4927-733F-32B6-BCAC795D23AC:ID
Name: Couture Stinger|598BB272-4BFD-AE82-0242-6490CC6F721E:ID
Name: Signature Stinger|CFBCBBCB-4D51-94CB-2EFB-9FBB0D655B45:ID
Name: Silvanus Stinger|847FE9DA-45CC-21D4-0138-7AA4D8B31D8E:ID
Name: Moondash Stinger|92F1DD4B-47F5-2088-9370-F89857962BC2:ID
Name: Sensation Stinger|9D7ED392-4C4C-B1C4-7232-3CBB07B2E133:ID
Name: Random Favorite Skin|D25DFDC4-4FCE-E121-88EF-66B5DADEEE09:ID
Name: Sakura Stinger|1CD6F578-483B-37A1-A7EF-9A907FAC416A:ID
Name: Schema Stinger|46C8B165-4BA5-D42C-79E9-4FBA8951CA48:ID
Name: Lycan's Bane Stinger|3D6EB464-4193-A8C6-5AFF-D593520163B3:ID
Name: Sovereign Stinger|8FB27BB1-4080-581D-BCD3-53AE01861654:ID
Name: Cavalier Stinger|51E2B876-4339-521D-8D68-9AAEC119BC1F:ID
Name: Standard Stinger|940FB417-4A9C-3004-41F5-3E8F1F4178B2:ID
Name: Gridcrash Stinger|3760761D-4BE6-BC25-D9A8-A0B9137651FD:ID
Name: Depths Stinger|E1297B8F-4374-3131-27A9-38BB0EDA1C0D:ID
Name: Ego Stinger|8FE5EBBC-4CE7-A248-9766-288441706E0A:ID
Name: Varnish Stinger|26FBCF26-4135-B8E3-277E-8A9C27E3D34D:ID
Name: Melee|2F59173C-4BED-B6C3-2191-DEA9B58BE9C7:ID
Name: Task Force 809 Knife|58442F45-4783-42A2-F4CB-789A27555889:ID
Name: RGX 11z Pro Blade|9FB366B6-46DF-A722-0CF2-9C9B85936F17:ID
Name: RGX 11z Pro Firefly|03DE6B1A-4497-72E8-AE0C-2984B2E7E2B9:ID
Name: Altitude Knuckle Knife|1BC43715-4679-3F9D-FFC1-D69B373407CC:ID
Name: Xenohunter Knife|C5482640-4652-6948-29C6-769E8198DB27:ID
Name: VALORANT GO! Vol. 1 Knife|9103FDF7-4361-5AC5-37AE-7CB51F13F45D:ID
Name: Yoru's Stylish Butterfly Comb|D034911C-45A6-1CE4-E6F5-4CBE57E9D4F1:ID
Name: Araxys Bio Harvester|A486EFAC-4415-1BFA-68D1-19BCA9968101:ID
Name: Neptune Anchor|C3F1C9D6-441B-7DEF-1BF2-2C82719A4DE8:ID
Name: Power Fist|F0BA8044-4964-BA1F-7F0F-E68DC2118D42:ID
Name: Gaia's Wrath|F91A1DD8-4F5F-BCE4-F01D-4DA95322C485:ID
Name: Waveform|400BB847-4F4F-A39E-CD52-589F00B2204F:ID
Name: Obsidiana|8330A4C0-4E98-1CB7-9695-6B998B77138D:ID
Name: Champions 2021 Karambit|1EA64C8D-43C4-FCE8-7354-01BDD6C0EE17:ID
Name: Champions 2022 Butterfly Knife|6946CD0E-4E4A-EC4F-9238-DFB71715722B:ID
Name: Origin Crescent Blade|AC687FC4-40C5-4C41-6A7C-5EB59ADABD60:ID
Name: Striker Knife|31309F0B-49CD-295C-490D-96821A21C72F:ID
Name: Radiant Crisis 001 Baseball Bat|71020826-483D-34F8-8DA7-928F87942C10:ID
Name: Nebula Knife|A4C41553-4BA5-EFEE-5685-7A9F0CDF7878:ID
Name: Hack|C91E4850-4D32-3B12-F411-3E9F644EA616:ID
